,Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount,price
329,Taino: Pre-Columbian Art & Culture from the Caribbean,"Organized by El Museo del Barrio in New York to coincide with a major exhibition, this is the first comprehensive English-language publication on the fascinating legacy of Taiacute;no art and culture. Showcasing over one hundred rare and beautiful ceremonial and domestic artworks and individual masterpieces of this ancient culture -- produced in Puerto Rico, the Dominican Republic, Cuba, Haiti, and the Bahamas between A.D. 1200 and 1500 --Taiacute;noincludes examples of finely detailed and polished sculptures carved in wood, precious ornaments of shell and bone, and ceramics decorated with animals, birds, and intricate geometric motifs. The contributors include ten of the foremost scholars of pre-Columbian culture and art, and an appendix features writings from Spanish explorers who had contact with the Taiacute;no. Of Arawak descent, the Taiacute;no -- whose ancestors migrated to the Caribbean from the Amazon Basin in South America during the sixth century -- were the first people encountered by Christopher Columbus. Although they ceased to exist as an autonomous society within sixty years of the arrival of Spanish colonizers, the Taiacute;no -- skilled agriculturists and navigators and accomplished weavers, potters, and carvers -- developed a complex political, religious, and social system, and made a substantial contribution to the biological, cultural, and linguistic makeup of large areas of the Caribbean. To this date, Caribbean communities in the Antilles and in New York and other large American cities exhibit the survival of Taiacute;no practices in their worldviews, religious beliefs, language, music, and food.","['Ricardo E. Alegría', 'Jose Arrom', 'Museo del Barrio (New York, NY)']",http://books.google.com/books/content?id=BEh7AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=BEh7AAAAMAAJ&q=Taino:+Pre-Columbian+Art&dq=Taino:+Pre-Columbian+Art&hl=&cd=1&source=gbs_api,,1997,http://books.google.nl/books?id=BEh7AAAAMAAJ&dq=Taino:+Pre-Columbian+Art&hl=&source=gbs_api,['Art'],1.0,45.34
330,"Three contributions to the theory of sex, (Nervous and mental disease monograph series)",,"['Sigmund Freud', 'Abraham Arden Brill']",http://books.google.com/books/content?id=0NNyXkSH230C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=0NNyXkSH230C&dq=Three+contributions+to+the+theory+of+sex,+(Nervous+and+mental+disease+monograph+series)&hl=&cd=1&source=gbs_api",Plain Label Books,1970,"http://books.google.nl/books?id=0NNyXkSH230C&dq=Three+contributions+to+the+theory+of+sex,+(Nervous+and+mental+disease+monograph+series)&hl=&source=gbs_api",['Sex'],2.0,32.91
331,Fear Itself : A Novel,"The most terrifying novel you will read this year... Just as he's celebrating his last day on the job, FBI agent E L Pender receives a letter from Dorie Bell. Dorie is afraid. Last year she attended a convention for Persons with Specific Phobia Disorder. Since then, a couple of the delegates have died in suspicious circumstances. Carl Polander had acrophobia. Fear of heights. So what would he be doing on the 12th floor of the building the police say he jumped from? Mara Agajanian had haemophobia. Fear of blood. So how could she have cut her own wrists in the bathtub? Dorie, who suffers from an irrational fear of masks, wants Pender to look into these cases. She suspects there may be a twisted serial killer on the loose. Someone, who quite literally, enjoys scaring his victims to death. Dorie's right. But she has no idea just how close to her the killer is...",['Jonathan Nasaw'],http://books.google.com/books/content?id=IHamqG25QIEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=IHamqG25QIEC&printsec=frontcover&dq=Fear+Itself+:+A+Novel&hl=&cd=1&source=gbs_api,Simon and Schuster,2008-12-09,http://books.google.com/books?id=IHamqG25QIEC&dq=Fear+Itself+:+A+Novel&hl=&source=gbs_api,['Fiction'],1.0,21.14
332,Introduction To Anthony Robbins Personal Power II,"Emotions are the driving force behind all human action and experience. The most sublime acts of creation and the most depraved behaviour are products of human emotion unleashed. And within each one of us is the potential for the whole range of those emotions. In INNER STRENGTH, Tony Robbins shows you how to master the powerful emotional forces that drive everything you do. In this new blockbuster Robbins takes you on a journey into your deepest self, and into the next stage of your evolution where instead of ignoring or suppressing your emotions, you embrace all of them, good and bad. Robbins challenges you to strip away your intellect and your daily routines to get at your essence â€“ what's behind your drive to achieve? Is it the desire to find love? To raise your children well? To be financially free? What are you doing it all for? To get more out of life, you have to own your own nature. INNER STRENGTH offers you a personal emotional fitness plan. This step-by-step regimen will help you discover which emotions dominate your life, and provide you with an emotional 'prescription' â€“ an antidote to the patterns that have been holding you back. The 12-minute emotional 'workout' will transform your outlook and level of fulfillment in a matter of weeks. Harness the power of your emotions and you will not only be fulfilled, you will also achieve more and greater things than you ever thought yourself capable of.",['Anthony Robbins'],http://books.google.com/books/content?id=IQCnAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=IQCnAAAACAAJ&dq=Introduction+To+Anthony+Robbins+Personal+Power+II&hl=&cd=1&source=gbs_api,,2005-01-03,http://books.google.com/books?id=IQCnAAAACAAJ&dq=Introduction+To+Anthony+Robbins+Personal+Power+II&hl=&source=gbs_api,['Emotions'],,34.39
333,A Rage of Intelligence,"Do you worry about the future? Are you obsessed over the past? Do you give responsibility for your actions to your emotions? Do you want to learn how to use emotional intelligence and anger management? If yes, then keep reading! The world is bad, nobody can be trusted, so sometimes we need to wear beautiful armor that will protect us from suffering... What does this armor hide? Our emotional part, our heart that expected something else and received nothing. Emotions often lead us to sabotage our chances of success by saying or doing things we often regret. What can teach us how to take advantage of our emotions is Emotional Intelligence. According to the experts, this quality is vital for a career and possessing this ability is even more important than having a high IQ: most successful people have a good level of EI. Emotional intelligence has become a key skill for companies and leaders, if cultivated, it could be improved by up to 70%. Decades of studies have shown that the best leaders and teams have achieved their excellent results by having high emotional and social skills, including self-control, resilience under stress, empathy, influence and teamwork. You realize outrage is harming your life, yet you don't have the vaguest idea of how to fix it. Intelligence is a handbook for everything regarding the emotional quotient, abbreviated EQ. It discusses the different facets of EQ from why we have feelings to when we need them. It explains why emotional intelligence could take you beyond IQ in life, without inherently diminishing the crucial role that book smarts play in your life. It also goes to burst the common misconceptions regarding current emotional intelligence, thereby helping you to separate the realities from the misunderstandings. This book covers the following topics: Discover what is Emotional Intelligence How to Improve Emotional Intelligence What E.I. can do for your family, friends and work Be a better leader; Learn how to deal with anger Why do you need to challenge anger? Have more complete and satisfying family and relationships; Make more sensible decisions; Have a higher level of self-esteem and self-confidence; And so much more! When an emotion is not properly expressed or felt, it becomes like water trapped in a dam. The pressure grows and grows at every situation you encounter while bottling up that emotion adds its own pressure to the dam. Finally, when the dam breaks, the emotional tidal wave that explodes can quite literally run roughshod all over your life. This is commonly seen in people without anger management or who have explosive anger issues. No emotion is immune to the proverbial dam that they can get trapped behind. Unfortunately, when the tidal wave is unleashed, it is often over the single one last drop that broke through the dam. That drop might be small and insignificant, but the entire weight of the tidal wave comes out with it. Ready to get started? Click the BUY NOW button!",['Charles Daniel Goggins'],http://books.google.com/books/content?id=G7X7zQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=G7X7zQEACAAJ&dq=A+Rage+of+Intelligence&hl=&cd=1&source=gbs_api,,2020-10-20,http://books.google.com/books?id=G7X7zQEACAAJ&dq=A+Rage+of+Intelligence&hl=&source=gbs_api,,,23.6
334,Ms. Behaviour,"Dialectical behavior therapy (DBT) is a specific type of cognitive-behavioral psychotherapy developed in the late 1980s by psychologist Marsha M. Linehan to help better treat borderline personality disorder. Since its development, it has also been used for the treatment of other kinds of mental health disorders. The Oxford Handbook of DBT charts the development of DBT from its early inception to the current cutting edge state of knowledge about both the theoretical underpinnings of the treatment and its clinical application across a range of disorders and adaptations to new clinical groups. Experts in the treatment address the current state of the evidence with respect to the efficacy of the treatment, its effectiveness in routine clinical practice and central issues in the clinical and programmatic implementation of the treatment. In sum this volume provides a desk reference for clinicians and academics keen to understand the origins and current state of the science, and the art, of DBT.",['Michaela A. Swales'],http://books.google.com/books/content?id=Ps90DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=Ps90DwAAQBAJ&pg=PA813&dq=Ms.+Behaviour&hl=&cd=1&source=gbs_api,Oxford University Press,2018-10-25,https://play.google.com/store/books/details?id=Ps90DwAAQBAJ&source=gbs_api,['Psychology'],,53.92
335,Fly Casting for Everyone,"Experienced Orvis fly caster teaches the basics of the cast. Easy-to-understand illustrations make clear the proper grip, stance, and arm movements for long and short casts. Here are five steps that will teach you to cast elegantly and efficiently no matter what size and shape you are. Try to fix in your mind the simple sequence for casting correctly. Get the flow of the cast in your mind and muscle memory. It is also true that he or she will not be satisfied with those firs casts. So pick up the book now.","['Gary Lewis', 'Marnie Reed Crowell', 'Peter H. McNair']",http://books.google.com/books/content?id=fglZz_43qsUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=fglZz_43qsUC&printsec=frontcover&dq=Fly+Casting+for+Everyone&hl=&cd=1&source=gbs_api,Stackpole Books,1996,http://books.google.nl/books?id=fglZz_43qsUC&dq=Fly+Casting+for+Everyone&hl=&source=gbs_api,['Sports & Recreation'],,30.77
336,"Chemical magic, (A Fawcett premier book)",,['Leonard Augustine Ford'],,"http://books.google.com/books?id=1uvNzgEACAAJ&dq=Chemical+magic,+(A+Fawcett+premier+book)&hl=&cd=1&source=gbs_api",,1959,"http://books.google.com/books?id=1uvNzgEACAAJ&dq=Chemical+magic,+(A+Fawcett+premier+book)&hl=&source=gbs_api",['Chemistry'],,21.92
337,Maximize Your Memory,,,,,,,,,,28.2
338,Teaching Your Children Good Manners: A Go Parents! Guide,"Manners and etiquette for the modern age--a parent's manual for teaching their kids Getting a compliment about your well-mannered child is one of the best feelings you can have as a parent--but it doesn't come easy. Teaching manners to young children can be tough. Let the fun lessons, games, and activities inside A Parent's Guide to Manners for Kids help make learning proper etiquette a pleasure instead of a chore. You'll first understand the best ways to teach manners, and why they make happy children into successful adults. Then, dive into chapters that address all the situations where manners matter most--from the ""magic words"" to everyday scenarios like getting on an elevator or going out to eat. Look forward to watching your child flourish with excellent communication skills--and get prepared for even more compliments and invitations. Inside A Parent's Guide to Manners for Kids, you'll find: But why?--A section at the end of each chapter helps answer some of the most common questions your young ones might ask. All levels of nice--There are easy, moderate, and challenging activities to help teach children of any age or skill level. Netiquette--Rules for navigating the complex and ever-changing world of technology, social media, and online manners. Find out how fun and rewarding it can be to teach manners and etiquette in an engaging way.",['Elise Mcveigh'],http://books.google.com/books/content?id=BjonywEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=BjonywEACAAJ&dq=Teaching+Your+Children+Good+Manners:+A+Go+Parents!+Guide&hl=&cd=1&source=gbs_api,Rockridge Press,2020-05-05,http://books.google.com/books?id=BjonywEACAAJ&dq=Teaching+Your+Children+Good+Manners:+A+Go+Parents!+Guide&hl=&source=gbs_api,['Family & Relationships'],,40.71
